-1.72661334626707	helen graf and heather xi solyariya in five years the outstanding defeats .	海伦·格拉芙和希瑟·斯坦宁在五年中未尝败绩。
0.32102020834118605	provision includes online learning , case discussion , academic exchanges ; social platforms with hospitals , doctors of the same department ; legal aid , entrepreneurial support and other services needed for doctor-patient relationships or personal life .	提供包括在线学习、病例讨论、学术交流；同医院、同科室医生之间社交平台；医患关系或个人生活所需要的法律援助、创业支持等服务内容。
0.321266678527773	nevertheless , just last month we have got jeremy hunt &apos;s commitment , he said that his door is always open .	尽管如此，就在上个月我们还是得到了杰里米·亨特的承诺，他说自己的大门始终敞开。
0.325797820599938	&quot; it &apos;s not common at the dinner table , &quot; mr coe said .	科先生说道：“这在晚餐的餐桌上并不常见。”
0.3277353320945	japanese oil companies are particularly wary of the rise of china &apos; s small independent refinery , known as the &quot; teapot .	日本油企尤其对被称为“茶壶”的中国小型独立炼油厂崛起表示警惕。
0.33228485661329	but the official narrative that a candidate who was once seen as a presidential candidate has suddenly chosen to take the helm of russia &apos;s environmental policies has drawn much skepticism .	但是，官方说法——一个曾被视为总统候选人的人选突然间选择执掌俄罗斯的环境政策——引来了众多怀疑。
0.33259822905159603	one of the demolition threats is the &quot; jungle book kids &quot; cafe in the camp , which offers 200 food , english and french lessons a day and offers asylum advice to hundreds of unaccompanied vulnerable minors in the camp .	其中一个遭到拆除威胁的地方就是该难民营的“Jungle Book Kids”咖啡馆，该非营利性小店每天提供200份食物、英语及法语课，还为该难民营中数百名无人陪伴的弱势未成年人提供庇护建议。
0.33748970637457604	in response to analysts earlier in the week , comments made by agl operations director stephen michelsen said portland annual energy consumption to about 600 megawatts thomago factory at about 900 megawatts .	针对分析师在本周早些时候发表的评论，AGL运营主管史蒂芬·米克尔森表示波特兰每年的用电量达到约600兆瓦，托马戈工厂达到约900兆瓦。
0.338085532415976	the black coal yard is transformed into a &quot; green grass-like &quot; football field ; the red-brick spires are transformed into a modern sports hall .	黑乎乎的煤场仓库，变成“绿草如茵”的足球场；红砖尖顶的厂房，变成现代化的运动馆。
0.33831355231922805	even 3d printing technology inventor chuck hull is also involved in the design of the beaks .	甚至3D打印技术发明人查克·赫尔也参与到格雷西亚上喙的设计中来。
0.34291445817187505	low also said in a monthly report that the low price of crude oil has prompted global refiners to produce more refined oil , thereby exacerbating the market oversupply .	OPEC还在月报中表示，原油价格低廉已促使全球炼油商生产更多精炼油品，从而加重了市场供应过剩的程度。
0.343611553448826	march 29 , 2014 , cctv news survey produced &quot; corridor doctor &quot; program broadcast .	2014年3月29日，央视新闻调查制作的《走廊医生》节目播出。
0.34713484135547695	sunscreen packaging are generally marked with spf and pa , spf refers to the spf , is for uvb uv , our common spf index has 15,30,50 and so on .	防晒霜包装上一般都标有SPF和PA，SPF是指防晒指数，是针对UVB紫外线的，我们常见的SPF指数有15、30、50等。
0.353118313572815	students clash with police during a protest against the reform of the government &apos;s public education system in sao paulo , brazil , on thursday .	周四，在巴西圣保罗，学生在抗议政府公共教育体系改革的过程中与警方发生了冲突。
0.354301569728729	&quot; it &apos;s time to become a multi-brand bank , because in private we have been exploring how to become a better service to our customers , &quot; the chief executive said .	首席执行官表示：“现在到了成为一家多品牌银行的时候，因为私下我们一直在探求如何成为一家更好的服务于客户的银行。”
0.35508612607068607	if the two factories closed , the power market demand will be greatly reduced .	如果两家工厂关闭，则电力市场的需求量会大大减少。
0.35566600254795	there are other , more prominent , smaller private banking brands , such as gu capital bank , adam &amp; co , drummond and holt &apos;s military bank .	还有一些其它更突出的较小私人银行品牌，例如顾资银行、Adam & Co、 Drummond 与 Holt's Military Bank。
0.356778403340656	in order to save money , the governor of sao paulo , the state governor , plans to close 100 public schools and 300,000 students will be transferred .	为了节省资金，圣保罗州州长奥克明计划关闭100所公立学校，30万名学生将转校。
0.358942723148067	proceeding from our national conditions , china does not encourage the export of steel , but also adopted a series of practical measures to control the export of steel .	从我国国情出发，我国并不鼓励钢材出口，相反，还采取一系列切实措施控制钢材出口。
0.3605456451606429	investigators told cbs philadelphia that it looked like a gunman crossfire .	调查人员告诉 CBS Philadelphia，看起来像是多名枪手交火。
0.361499670903049	if not wife eleanor encouraged him to set an example on his diet , president roosevelt might have made the same mistake .	如果不是妻子埃莉诺鼓励他在饮食上树立榜样，罗斯福总统可能也会犯相同的错误。
0.363902187177303	to meet the needs of tourism development , july 2014 set up a tour police team to patrol the main attractions , help and guide visitors .	为适应旅游发展需要，2014年7月成立旅游警察队伍，负责在各大景点巡逻保卫，帮助和疏导游客。
0.3700218580621599	tajikistan &apos;s &quot; avista &quot; news agency quoted the central bank as saying the inflation rate was 3.7 % in the first seven months of this year .	塔吉克斯坦“阿维斯塔”通讯社11日援引塔央行的消息称，今年前7个月塔国的通货膨胀率为3.7%。
0.37444012733345	in thursday &apos;s lawsuit , u.s. district judge beth lamson freeman said geely did not have to bear the cost of the defence .	在周四的诉讼中，美国地区法官贝斯·兰博松·弗里曼表示，吉利德无需承担因辩护所产生的费用。
0.376241966151186	when they pass through the magnetic field of the star , they have a brake effect on the stars .	当这些恒星风穿过恒星的磁场时，它们会对恒星产生制动作用。
0.376850211618258	the new service is quick , saves administrative costs ; second is respect , protection of citizens &apos; privacy , and the third day , all-weather and all-time service .	这个新服务功能一是快捷，节省行政成本；二是尊重、保护公民个人隐私；三是全天候、全时段服务。
0.3789482312583499	the criticism of isis intelligence is reminiscent of the controversy more than a decade ago , when central command intelligence analyst gregory hooker wrote a research article noting that george w. bush &apos;s administration , despite opposition from many analysts , insisted on sending small troops to iraq and barely considering the post-2003 invasion .	有关伊斯兰国情报的批评令人想起出十多年前的争议，当时中央司令部情报分析员格雷戈里·胡克撰写了一篇研究文章，文中指出乔治·布什的政府不顾众多分析员的反对，坚持派遣小规模的部队前往伊拉克并且几乎没有考虑2003年入侵后的情况。
0.381198781463589	why we need simon , gabrielle and larry	为何我们需要西蒙、加布丽埃勒和劳瑞
0.38244604840497204	queensferry bridge construction company project director michael martin said : &quot; no matter which bridge project , the first closure is a significant milestone . &quot;	"昆斯费里大桥建造公司项目总监 Michael Martin 说：""不管是哪个大桥项目，第一次合龙都是一个重大里程碑。"""
0.38727837115562297	according to forecasts by the tata trade and economic development department , the country &apos;s economic growth will reach 7 percent in 2016 , while the country &apos;s inflation is basically above this level .	根据塔贸易和经济发展部的预测，2016年塔国的经济增长将达到7%，而国家的通胀也基本是在这一水平之上。
0.3956678935887729	but i think his enthusiasm implies something opposite .	但是，我认为他的热情暗示了某些相反的东西。
0.396511118840816	at present , the new collective economy in southern jiangsu mainly forms the four development modes of asset leasing , enterprise stock , agricultural development and joint development .	目前，苏南农村新集体经济主要形成了资产租赁型、企业股份型、农业开发型、联合发展型4种发展模式。
0.398531748274414	okafor &apos;s situation is more embarrassing , as the first choice of 76 people last season , he had to compete with simmons and enbid in the new season to play time and ball rights .	奥卡福的情况比较尴尬，作为上赛季76人的第一选择，他在新赛季不得不和西蒙斯以及恩比德竞争上场时间和球权。
0.401090212754421	on thursday , in the medium as a product manager and engineer zhu had decided to remove her snapchat account and encouraged others to do the same .	周四，在Medium担任产品经理和工程师的朱女士决定删除她的Snapchat帐号并且鼓励他人也这么做。
0.402308798552137	from mid-2014 to mid-2015 , most high-level intelligence officials from the united states central command manipulated the command &apos;s intelligence products , concealing the threat posed by the islamic state of iraq .	自2014年中期到2015年中期，美国中央司令部的大部分高层情报官员操控了司令部的情报产品，隐瞒了伊拉克伊斯兰国的威胁。
0.405822728057311	the lack of professionalism in internet companies and data companies is not uniform in the way they write on the same entry .	互联网公司、数据公司缺少专业性，在同一词条上的书写方法上都达不到统一。
0.41029860674412494	the &quot; teapot refinery &quot; has been able to import crude oil from oman , which has a low sulphur content , and russian crude oil , and the quality of its oil products has also improved , after obtaining import permits .	在获得原油进口许可后，“茶壶炼油厂”能够进口硫磺含量较低的阿曼产原油和俄罗斯产原油，其石油产品的品质也出现提升。
0.426535202216219	police had searched the house in 2014 and found 70dock cannabis and also found scales , drug paraphernalia and £ 1,700 in cash .	2014年，警方曾搜查了该房屋，发现了70多克大麻，还发现了天平、吸毒用具及1,700英镑现金。
0.42665764037769305	the company &apos;s portland smelter is now losing money and facing the risk of closing it .	美铝公司波特兰冶炼厂目前正在亏损并且面临关闭风险。
0.4284039642669821	the whole canadian audience was shocked by the tone and wording of the commentator , after which they quickly reacted on the network .	整个加拿大的观众都被这位解说员的语气及措辞给惊到了，之后他们很快在网络上做出了反应
0.437246969962869	the lack of funding for community legal services has already exceeded the limits and is now faced with further funding cuts .	社区法律服务的资金缺乏早已超过了限值，现在又要面临进一步的资金削减。
0.44711262914222705	the current research focuses on profound changes in areas such as global political , economic , scientific and cultural , and the opportunities and challenges posed by these changes to national governance , leadership and global governance .	目前研究内容主要集中在全球政治、经济、科技、文化宗教等领域的深刻变化,以及这些变化对国家治理、领导力、全球治理带来的机遇和挑战。
0.447749101079594	in general , the way to explore mars is similar to that of detecting the moon , and it is &quot; around , down , to travel , back to , &quot; and finally to achieve the goal of a manned landing on mars .	庞之浩说，总体来讲，探测火星的方式与探测月球的方式相似，也是“绕、落、巡、回”，最终实现载人登陆火星的目标。
0.45806968477354204	he was obviously detached from the people .	他显然脱离了人民。
0.46807423197287	the 19-year-old american gymnast won the all-around championship on thursday , demonstrating her world-leading talent in gymnastics .	这位19岁的美国体操运动员周四摘得了全能冠军，充分在奥运赛场上展示了她在体操方面领先世界的天赋。
0.46863533759073794	models can submit photos online and apply for public recruitment to los angeles and new york in person .	模特们可在线提交照片应聘，也可亲自到洛杉矶和纽约的公开招募现场应聘。
0.47272025945406	anton vaino , who has been deputy mr. ivanov &apos;s deputy in 2012 , has been appointed as his successor .	2012年开始担任伊万诺夫先生副手的安东·瓦伊诺 (Anton Vaino) 已获任命为他的接任者。
0.47278968852352393	&quot; we hope the hotel will be able to draw the right conclusions , &quot; the official said .	“我们希望该酒店能够得出正确的结论，”该官员表示。
0.47289339161634497	buffett said he also is under irs audit , trump &quot; fear &quot; is not a tax authorities , but voters .	巴菲特表示，他也正在接受IRS的审计，特朗普“害怕的”不是税务机关，而是选民。
0.47520358899847603	this was the day the united states secretary of defense carter , secretary of state kerry , japan foreign minister yoshiong tanaka and japanese defense minister of defence minister jiang zhongyu attended a press conference in new york .	这是当日美国国防部长卡特、美国国务卿克里、日本外务大臣岸田文雄和日本防卫大臣中谷元在纽约出席新闻发布会。
0.476623470188559	following the vote , health minister jeremy hunt said the contract would be enforced by paramedics in england .	投票后，卫生部长 Jeremy Hunt 表示，该合同将在英格兰医护人员中强制实施。
0.47685490301316297	there is still a last game in brazil , but the game is not so much the competition between biles and other gymnastics , rather than a contest between herself and great expectations .	在巴西还有最后一场比赛，但这场比赛与其说是拜尔斯与其他体操选手的竞争，不如说是她自己与巨大期望压力之间的较量。
0.47912332152432896	the central command of tampa , florida , is the military headquarters for overseeing u.s. military operations in the middle east and central asia .	位于佛罗里达州坦帕的中央司令部 (Centcom) 是负责监管美国在中东和中亚地区的军事行动的军事总部。
0.479394963648095	a spokesman for the sons &amp; daughters restaurant said they were &quot; very shocked &quot; by frank &apos;s death .	Sons & Daughters 餐馆的一位发言人表示，他们对于 Frank 的死感到“非常震惊”。
0.49289046234790007	this drug continues to take 12 months after a heart attack , which can reduce the risk of a stroke or heart attack .	这种药物在心脏病发作后持续服用12个月，可降低中风或心脏病再次发作的风险。
0.49335432588191397	the model simulation of venus evolution is similar to that of previous planetary scientists .	该模型所模拟的金星演化与之前行星科学家推测的相近。
0.499145922690295	according to the officer-in-charge , in recent years , with the downward pressure on the economy , the overall demand for society has gradually weakened , and the utilization rate of some industries has declined , and the difficulties of production and operation of enterprises have been increased .	据该负责人介绍，近年来，随着经济下行压力加大，社会总需求逐步减弱，部分行业产能利用率下降，企业生产经营困难加大。
0.49975619092987394	these radars are part of the us ballistic missile early warning system to monitor the soviet missile .	这些雷达是美国弹道导弹预警系统的一部分，用于监测苏联的导弹。
0.504255865745806	these areas have increased the convenience of their children to participate in the national college entrance examination at the local level under the relevant conditions .	这些地区均增加了子女在满足相关条件下可在当地参加中高考的便利。
0.5077121064477439	the company did not issue data on the diversity of employees and said it is a private company .	该公司并未发布有关员工多样性的数据，并且表示自己是一家私人公司。
0.5084747746094079	in order to meet the needs of future development , the construction plan of xi &apos;an new railway integrated logistics center in xi &apos;an railway bureau , which is the center of the new construction station , has been put in place to build a modern integrated logistics park of the new railway .	为了满足未来发展需要，西安铁路局以新筑车站为中心的西安新筑铁路综合物流中心建设规划已经出台，全力打造现代化的新筑铁路综合物流园区。
0.509373920649576	one twitter user recently happily claimed online that &quot; other netizens also think hope solo and jennifer carpenter actually look exactly the same . &quot;	一位推特用户最近开心地在网上宣称“其他网民也认为霍普·索罗和珍妮弗·卡彭特实际上长得一模一样。”
0.513982188367312	claude lanzman , the author of the jewish holocaust documentary &quot; shoah , &quot; expressed his disappointment at the kempinski hotel and published an open letter in germany &apos;s frankfurt report .	犹太人大屠杀纪录片《浩劫》的作者克劳德·朗兹曼表达了他对凯宾斯基酒店的失望，并且在德国《法兰克福汇报》上发表了一封公开信。
0.518439796374836	the existence of such enterprises distorts market signals , reduces the efficiency of the utilization of factors , increases the cost of social management , and prevents the establishment of fair competition market conditions .	这类企业的存在，扭曲了市场信号，降低了要素资源利用效率，增加了社会管理成本，妨碍了公平竞争市场环境的建立。
0.527520723359332	grecian , who first entered the new home , was slightly shy , but soon became lively , rolling in the water basin , eating grapes with a new beak .	初进新家的格雷西亚稍显腼腆，但不多时就变得活泼起来，在水盆里打滚嬉闹，用新喙吃葡萄。
0.536783309226729	xiao peng and wu met in a large group , because both were active speakers and soon became familiar .	小鹏和吴言在一个大群里相识，因为两人都是积极发言者，很快就熟络起来了。
0.54517055591526	last year , officials indicated that mr. hooker &apos;s team had concluded that the air strikes against the islamic state oil refinery had not significantly reduced the economic income of terrorist organizations , since the terrorist organization had built a temporary oil refinery that continued to sell oil on the black market , contrary to the declared statements .	去年，有官员表示，胡克先生的团队所得出的结论是针对伊斯兰国炼油厂的空袭并未大幅削减恐怖组织的经济收入，因为该恐怖组织建造了临时炼油厂继续在黑市上出售石油，而这与所公布的声明大相径庭。
0.5522371780210661	it is difficult , if not impossible , to re-establish real trust .	双方很难，甚至不可能重新建立真正的信任。
0.5542246364505939	he also said the forces would extend to russia if they did not attack extremist forces .	他还说，如果不对极端主义势力进行打击，这些势力会扩展到俄罗斯。
0.556430384066833	mitch mcconnell , the senate multi-party leader , said the next president would choose the man to replace the late supreme court judge , antonin scalia .	参议院多数党领袖米奇·麦康奈尔 (Mitch McConnell) 表示，下届总统将选择此人来接替已故最高法院法官斯卡利亚 (Antonin Scalia)。
0.562896232336838	overall , nearly 79 per cent of the total deck has now been installed , and the concrete deck of the last part of the deck is being poured in royth today , meaning all the decks are ready .	总的来说，近79%的总桥面现已安装完成，最后一段桥面的混凝土桥面今天在 Rosyth 浇注，也就是说所有桥面都已做好就位准备。
0.562959741328662	the level of competitive sports is closely related to the foundation of national sports , and competitive sports depends on the whole sport in a certain sense , and the sport of the whole country depends on the conditions of the field .	竞技体育的水平与全民体育的基础密切相关，竞技体育在一定意义上取决于全民体育，而全民体育又取决于场地条件。
0.5655158228767829	mr bain , who lives about 500 metres from the sea , posted a video of the strange scene on the periscope , hoping that someone could explain why these two inches of fish would appear .	Bain 先生居住在距离大海约500米的地方，他在 Periscope 上发布了这一奇怪场景的视频，希望有人能为他解释为何会出现这些两英寸长的鱼。
0.5698538238651889	the lack of funds for community legal services has long exceeded limits and now faces further funding cuts .	社区法律服务的资金缺乏早已超过了限值，现在又要面临进一步的资金削减。
0.569872723550638	among them , the basic tolls were collected at 1.75 yuan / weighing tons , and the mileage tolls were collected at 0.05 yuan / km .	其中,基础通行费按1.75元/载重吨计收,里程通行费按0.05元/公里载重吨计收。
0.575558092502997	as of 8 a.m. , the prison authorities had not provided detailed instructions , including how the prisoners had been given a hand grenade .	截至上午8时，狱方尚未提出详细的说明，包括囚犯如何取得手榴弹。
0.578774568361302	a 28 chef , who has just moved to san francisco , was found dead on the stairs of a local mall this week .	近日刚搬至旧金山的一位28岁厨师本周被发现死于当地一家商场的楼梯间。
0.579140216463565	he called for increased media access to the documents of the conference and the decisions taken by the unofficial committee or the working group .	他呼吁增加媒体了解会议文件及非官方委员会或工作组所做决定的途径。
0.5792310646019411	the clinton couple earned $ 10.75 million in 2015 and paid a federal tax on 34.2 %	克林顿夫妇2015年收入为1075万美元，缴纳了34.2%的联邦税
0.579323758596857	according to a joint statement , &quot; wood group and the unite and rmt unions can confirm that we have agreed to restart the current dispute resolution process . &quot;	根据一份联合声明，“Wood Group 以及 Unite 和 RMT 工会可以确认我们已同意重启当前纠纷的解决进程。”
0.586172784343987	the american red cross estimates that about 100 people are homeless , of whom 60 to 70 are temporarily in shelters in the nearby community centre , mostly hispanic residents .	美国红十字会人员估计，大约有100人无家可归，其中60至70人暂留附近小区中心的收容所，他们大都是西裔居民。
0.5895860844511059	economics minister keith brown , who visited the scene today , became one of the first to board the bridge .	经济部长基思·布朗 (Keith Brown) 今天参观了现场，成为首批登上大桥的人之一。
0.595610137112905	as an international tourist island , hainan is focusing on attracting international tourists , and we want to improve our own capacity to match the status of international tourism island .	“海南作为国际旅游岛，正在逐步重视吸引国际游客，我们希望提高自身能力来匹配国际旅游岛的地位。”
0.599027520246176	rowing itself is a journey , which makes the journey a little longer .	赛艇运动本身是一次旅程，而这让这段旅程变得更长一点。
0.6004632987383511	&quot; in terms of politics , africa is relatively underdeveloped , but the number of countries is relatively high , so japan has always regarded it as the so-called &apos; big ticket field &apos; , &quot; said yang bojiang analysis , an expert on japan .	日本问题专家杨伯江分析称，“从政治方面，非洲虽然相对发展滞后，但是国家数量比较多，所以日本一向把它视为所谓的‘大票田’。”
0.605743310840871	in an article written for medium and a telephone interview , she said she thought racial controversy reflected a lack of racial diversity in the recruitment process .	在一篇为Medium所写的文章和一次电话采访中，她表示自己认为种族方面的争议反映了Snapchat在招聘过程中缺乏种族多样性。
0.616656415073911	since 2014 , the revenue generated by the tourism industry , accounting for 10 % of gdp , reached 11.3 % in 2015 .	从2014年起，旅游产业创造的收入，占锦州市GDP10%；2015年更是达到了11.3%。
0.6216653506009681	the prison authorities have yet to publish the names of the deceased prisoners , but the gma television report includes two chinese .	狱方尚未公布死亡囚犯的姓名，但GMA电视台报道，其中包括2名华人。
0.6257908089306421	the siberian tiger is currently listed as an endangered species ( en ) by the world conservation union ( iucn ) red list of endangered species .	东北虎，目前被世界自然保护联盟(IUCN)濒危物种红色名录列为濒危(EN)物种。
0.630050166286416	at the end of the 1990s , when mr putin became the director of the federal security service ( fsb , formerly the national security agency ) , mr ivanov was appointed deputy .	20世纪90年代末，当普京先生出任联邦安全局（FSB，前身为国家安全局）局长时，伊万诺夫先生被任命为他的副手。
0.634708246246258	the price dropped with clothing and footwear ( 2.2 % ) , furniture , home appliances and regular maintenance ( 0.5 % ) , medical ( 0.1 % ) .	价格出现下降的有服装与鞋类 (2.2%)、家具、家电和常规维护 (0.5%)、医疗 (0.1%)。
0.6391793270940489	sir eric pickles , former cabinet minister , accused the police , the electoral regulator and the city hall of ignoring evidence of abuse of the election because of &quot; excessive sensitivity to ethnic divisions and religious issues &quot; .	前内阁大臣埃里克·皮克尔斯 (Eric Pickles) 爵士指责警方、选举监管机构和市政厅因“对种族划分和宗教问题过度敏感”而对滥用选举的证据视而不见。
0.648183265116985	the village is a remote location , some 24 kilometres from the urban area , with more than 200 residents in the village , causing inconvenience to many elderly patients due to economic , transportation and physical limitations .	该村地处偏僻，距市区约24公里，村里居民200多户，因经济、交通和身体等方面的局限性，给很多中老年患者出门看病带来不便。
0.6538233231536701	the ministers initially hoped to put an end to the changing dispute by accepting bma &apos;s revised contract .	部长们起初希望通过接受 BMA 修改后的合同来结束这场由变化引发的纠纷。
0.653987109121731	an exchange of views will also be held with interested parties on the extremist organization &quot; islamic state &quot; and terrorist activities .	还将与各国相关人士就极端组织“伊斯兰国”及恐怖活动对策交换意见。
0.6550446165472751	in the past two seasons , thompson &apos;s usage has stabilized at the league &apos;s top 20 , and this is the best two seasons of his career .	过去两个赛季，汤普森的使用率已经稳定在了联盟前20，而这也是他生涯最出色的两个赛季。
0.656763354286709	before re-serving as president three and a half years later , mr. putin served as russia &apos;s prime minister .	在三年半后重新任职总统之前，普京先生担任俄罗斯总理一职。
0.6627519195564521	nhs emplers chief executive daniel mortimer has called on junior doctors not to stage any further strikes .	NHS Employers 首席执行官 Daniel Mortimer 呼吁初级医生不要再上演任何罢工了。
0.665504287654775	the production of oil products with high sulphur content and poor oil products is one of the causes of environmental pollution .	生产出来的石油产品硫磺含量较高，油品不佳，成为造成环境污染的原因之一。
0.6693841896685511	the criticism of islamic intelligence was reminiscent of the controversy more than 10 years ago , when central command analyst gregory hucker wrote a research articles pointing out that george bush &apos;s government , despite the objections of many analysts , insisted on sending small-scale troops to iraq and had little consideration of the aftermath of the 2003 invasion .	有关伊斯兰国情报的批评令人想起出十多年前的争议，当时中央司令部情报分析员格雷戈里·胡克撰写了一篇研究文章，文中指出乔治·布什的政府不顾众多分析员的反对，坚持派遣小规模的部队前往伊拉克并且几乎没有考虑2003年入侵后的情况。
0.669757472270654	it used 10,000 metric tons of steel , 20,000 metric tons of concrete and 46 oblique cables .	它使用了10,000公吨钢材、20,000公吨混凝土和46根斜拉索。
0.672053831192567	before installing the prosthesis , staff clean up the beak for gracia every day to prevent infection .	在安装假体之前，工作人员每天都要为格雷西亚清理断喙，以防感染。
0.673230064085926	at 12-0 , the british team barely touched the ball .	12比0，英国队几乎没有碰到过球。
0.6753238749450539	like the olympics , heathrow is the infrastructure project for most people , not for the minority .	如同奥运会，希思罗是为大多数人而非少数人所开展的基础设施项目。
0.6792749666083551	mr ko explained why he and his wife wanted to write the book : &quot; at that time , food had become a major topic of unhappiness for americans . &quot;	科先生解释了为何他和他的妻子要写这本书：“当时，食物已成为令美国人感到不快的主要话题。”
0.6844073557021559	we have all witnessed the engineering work on such a grand project , which uses more than 30,000 metric tons of concrete and steel for the construction of the bridge .	我们都见证了在如此宏大项目上的工程作业，光是建造该大桥的这一段就使用了超过30,000公吨混凝土和钢材。
0.685097575681072	patrick roy resigned as coach of the avalanche	帕特里克·罗伊辞去雪崩队主帅一职
0.685382846773275	last year , officials said mr. hooker &apos;s team had concluded that air strikes against the islamic state refinery did not significantly reduce the financial income of terrorist organizations , as the terrorist organization had built a temporary oil refinery to continue to sell oil on the black market , which was quite different from those published .	去年，有官员表示，胡克先生的团队所得出的结论是针对伊斯兰国炼油厂的空袭并未大幅削减恐怖组织的经济收入，因为该恐怖组织建造了临时炼油厂继续在黑市上出售石油，而这与所公布的声明大相径庭。
0.689972120527478	the junior doctor committee said the ministers did not resolve the contract .	初级医生委员会表示，部长们未解决对于合同的忧虑。
0.69209317021788	during a pre-voting session of 54,000 primary doctors and medical students , he told members of the british medical association that the deal was good and should therefore be accepted .	在54,000名初级医生与医科学生投票之前的会议中，他曾对英国医学协会成员表示，该交易不错，因此应该予以接受。
0.702939611975353	&quot; the company offers us such a relaxing , happy and harmonious platform , and i like it and it &apos;s meaningful and interesting . &quot;	“这次公司为我们提供了这样一个轻松、快乐、和谐的平台，我非常喜欢，有意义又不失趣味。”
0.705972992012744	for older friends , han zhiyuan suggests trying not to stay up late to watch the olympic games , especially those with a history of cardiovascular disease .	对于老年朋友，韩志远建议，尽量不要为了看奥运比赛而熬夜，特别是有心血管疾病史的群体。
0.71264520221559	it was the only medal in the day , but the british team received other good news .	这是当天唯一一场产生奖牌的比赛，但英国队收到了其他好消息。
0.714744125985275	james farrell , head of the queensland community legal center , says thousands of people are rejected every year according to the latest national association of community legal centres .	昆士兰社区法律中心负责人詹姆斯·法雷尔表示，根据最新的国家社区协会法律中心调查报告，每年有数千人被拒之门外。
0.7163768356007241	but at present , these conditions have not satisfied .	但目前，这些条件还未满足。
0.7187240271028559	judge françois molla said the role of these grocery stores , cafes and restaurants is far from simply providing food to those refugees who live in extremely dangerous conditions .	Jean·François Molla 法官表示，这些杂货店、咖啡馆及餐馆的作用远不止简单地向那些“生活在极其危险条件下”的难民提供食物。
0.72381844611512	he was supposed to start the first grade at a local primary school .	他原本要开始在当地一所小学读一年级了。
0.7388226807955139	during his recent stay , lanzmann wanted to find israel on the list of phone codes provided by the hotel .	在最近入住期间，朗兹曼想在酒店提供的电话代码列表上找到以色列。
0.7391458171639029	compared with june 2016 , the consumer price index in july 2016 was 101 % , or the monthly inflation rate was 1 % .	相比2016年6月，2016年7月的消费者价格指数为101.0%，即月通货膨胀率为 1.0%。
0.7466074550980041	their analysis showed that the life expectancy of the biggest shark was 392 years , with an error of 120 years .	他们的分析显示，这头最大的鲨鱼寿命估计为392岁，误差为120岁。
0.747096888004978	the products with pa are aimed at uva , so that sunscreen will play a more effective role , in general , the strength of pa is expressed by + and more than one + represents an extended period of effective protection .	标有PA的产品是针对UVA的，这样防晒品会发挥更加有效的作用，通常情况下，PA的强度用+来表示，多一个+表示有效防护时间延长。
0.751520306262447	in recent years , with the country &apos;s policy support in medical informatization , the electronic and integrated supply chain management system gradually enters all levels of hospital .	近年来，随着国家在医疗信息化方面的政策支持，电子化、集成化的供应链管理系统逐步进入各级医院。
0.75576238165217	&quot; i don &apos;t know anything about it , &quot; she said .	她表示：“我对此一无所知。”
0.757911748551348	the people &apos;s bank of china will continue to carry out the renewal of the business license in accordance with the law .	中国人民银行将继续依法、审慎开展《支付业务许可证》续展工作。
0.7696731570752781	on march 29 , 2014 , the cctv news investigation produced &quot; the corridor doctors &quot; broadcast .	2014年3月29日，央视新闻调查制作的《走廊医生》节目播出。
0.769946358460912	although the first four did not target the coal industry , the target industry had a direct relationship with the coal industry .	虽然前4次没有针对煤炭行业，但目标行业直接与煤炭业产生关系。
0.776853598313808	bam is also in that team .	巴姆也在当时的那支队伍中。
0.777156310677023	there are calls for tougher animal protection laws and greater penalties for abusers .	人们要求设立更为严格的动物保护法、加大对虐待者的惩罚力度。
0.7778101499947421	the bma wants to get better weekend pay for the 54,000 junior doctors involved in the contract .	BMA 希望为合同所涉及的54,000名初级医生争取更好的周末工资。
0.777815462362894	and once out of that trapped situation , she felt herself relax and regain freedom .	而一旦离开那个被困住的情境，她感觉自己放松下来，重新获得了自由。
0.7793561899665991	i had bladder cancer and they operated on me .	我患上了膀胱癌，他们为我做了手术。
0.786115182691098	the channel also soon apologized and issued a statement .	该频道也很快做出了道歉并发布了声明。
0.7888241590079731	the team finally looked like the american team .	这支队伍终于看起像美国队了。
0.8000093547366289	regardless of when the 2017-18 season officially begins , james is under contract .	无论2017-18赛季从什么时候正式开始，詹姆斯都是在合同之内的。
0.800056350755708	but this time , the 22-year-old captain , who was dubbed the &quot; grandma &quot; by the americans , was leading the way .	但这一次，这位被美国人戏称为“奶奶”的22岁队长遥遥领先。
0.8099061466113501	mr farrell said the situation would only get worse if the federal government did not change the existing decision .	法雷尔先生表示，如果联邦政府不改变现有的决定，这一情况只会变得更糟。
0.835617369295678	on the surface , the network social platform expands the circle of communication and reduces the sense of loneliness .	从表面上看，网络社交平台扩大了交际圈，降低了人们的孤独感。
0.851877661397894	since november , russian public opinion has also been reversed .	自11月份开始，俄罗斯民意也有所扭转。
0.8686197652084041	at present , the rehearsal of the opening ceremony is over and a formal performance will be held tomorrow morning .	目前，开幕式的彩排工作已结束，明天上午将举行正式演出。
0.873703871053561	as a result , the quality of china &apos;s oil products exported to foreign countries gradually reached the same level as japan ( the world &apos;s highest quality ) .	结果，中国对外出口的石油产品品质逐渐达到与（世界最高品质的）日本相同的水平”。
