0.358416185713199	"""Our obligation is to stay at his side,"" he said and applauded."	"""It is our duty to remain at his sides,"" he said, to applause."
-0.5327065704990971	in this amazing project , it represents the most modern building art .	on this fantastic project , this closure represents leading edge civil engineering .
-0.525343835908057	the founder of the portal e.on russia dmitry kornev believes that the dismissal of neskorov is caused by the breakdown of the terms of the projects .	dmitry kornev , founder of the internet portal , military russia , believes that neskorodov &apos;s dismissal was brought about by a failure to meet the delivery deadlines for these projects .
-0.5200676458510001	someone who has information about the incident on thursday near the walrus , should call the police on 021 644 83 46 or 021 644 44 44 .	anyone with information about thursday &apos;s incident near morges should call police on 021 644 83 46 or 021 644 44 44 .
-0.51501678918966	and as the owner of the criminal code , makarov was collecting money from the population , but service providers do not pay and spend them on their needs .	while , as the owner of a property management company , makarov collected money from the population , but didn &apos;t pay service providers and used the money for his own purposes .
-0.5134126971725189	i believe , ready at any moment to throw on the washing of innovative floors , they decided to have a quiet hour directly on the cold rungs .	on the ready , i dare say , at any moment to rush to wash the innovative floors , they had decided to arrange a naptime for themselves directly on the cold steps .
-0.49984137381267496	gen. austin resigned in april and was replaced by gene in the central command . joseph l. votel .	general austin retired in april and was replaced at central command by gen. joseph l. votel .
-0.49801843306039795	police are reporting a 6-year-old boy , registering a second shooting in a 6-year-old in the city this week .	police say a 6-year-old boy has been shot in philadelphia , marking the second shooting of a 6-year-old in the city this week .
-0.49728242877287	and threatening to move furniture .	and threateningly moving the furniture .
-0.496077353530384	the network of stores “ new book ” is penalized for sale of the book of steys cramer “ 50 days to my suicide ” , reports the agency of the urban news &quot; moskva &quot; .	the new book chain of stores was fined for selling stace kramer &apos;s book , ‘ 50 days until my suicide ’ , moscow city news agency reports .
-0.493631506307043	the culture of political correctness has led to the closing of the eyes , resulting in a widespread falsification of counting in muslim communities , according to a devastating report by the government , announced today .	a culture of political correctness has led to a blind eye being turned to widespread voting fraud in muslim communities , a devastating government report reveals today .
-0.48328454915643393	until recently , pnps could not buy more than 40 % of the volume of infrastructure bonds in which the group was actively deployed .	until recently , npfs could not redeem more than 40 % of the volume of an issue of infrastructure bonds in which the group was actively involved .
-0.482114194074948	the p-ecuadorian military air force of portugal flew incredibly low	a portuguese air force p-3c orion plane swooped in incredibly low
-0.463672941520724	in the opinion of the experts tsbr , the recession in the russian economy remained in the past .	according to experts from the central bank of russia , the russian economic recession is a thing of the past .
-0.463052877778716	she adds that the code has now added .	it adds that the code was now added .
-0.460122297207224	she continued the search and eventually measured four pairs of underwear at the bouverie place mall at folkestone .	she carried on browsing and eventually tried on four pairs of underwear at the store in bouverie place shopping centre , folkestone .
-0.45318846679904995	literally in the year to the birth of a son yaroslav was acknowledged by the best volleyball player of planet .	just a year before the birth of his son , yaroslav was recognised as the best volleyball player on the planet .
-0.45186423250658103	a terrible accident occurred on the eve of the evening in the area of the tract of cornus tash crimean peninsula .	a terrible accident occurred yesterday evening , in the area of the kiziltash tract on the crimean peninsula .
-0.44996961586577294	several leaders of npf of top-15 on the assets one additional possible reason for pause call the separation of the spheres of influence and , as a result , the personnel designations in the united fund , which had to agree the owners of group .	several heads of the top-15 npfs by assets named the division of spheres of influence , and , as a result , the appointment of staff in a single fund , which had to be agreed to by the owners of the group , as yet another possible reason for the pause .
-0.448217017151193	hoam enterprises are helping to repair and maintain schools , kindergartens , sports facilities , and to build cultural and recreational facilities that improve territory .	rmk &apos;s enterprises are helping to renovate and maintain schools , childcare and sports facilities , build cultural and recreational facilities , and make land improvements .
-0.446823811317341	the applicants for the medal should go further , faster , higher and higher in the pursuit of gold , sometimes to the finish , and sometimes to the finish .	medal hopefuls must go farther , faster , up and over , in their quest for gold , sometimes to the finish , other times back and forth up and down the court .
-0.442655337009725	roman surpassed the popularity of the play &quot; romeo and juliet &quot; by william shakespeare .	the novel pushed ahead of william shakespeare &apos;s play , ‘ romeo and juliet ’ , in terms of popularity .
-0.43504864853110203	once scored three goals in the match , which ended with a victory over japan with the score 6-1 , kathy margera opened an account on thursday were the first two goals for the u.s. women &apos;s hockey team , when the americans won over india &apos;s team with the score 3-0 .	one day after scoring three goals in a 6-1 victory over japan , katie bam scored the first two goals for the united states women &apos;s field hockey team on thursday as the americans defeated india , 3-0 .
-0.42968417016756294	and it perhaps yet did not finish to some period — to dettori it previously said that he would want to continue to participate in the competitions , at least , to the 50-year age .	and he may not be done for some time - dettori has previously said he would like to carry on competing until the age of 50 , at least .
-0.429627262796669	on the move , he said , the army had emboldened the ongoing political crisis and the lack of progress in negotiations between the government and the opposition .	according to him , the army was prompted to take this step by the ongoing political crisis and the lack of progress in negotiations between the government and the opposition .
-0.4160369674942	for example , development “ morfeya ” began still in 2007 , and introduction into build it was assumed in 2013 .	for example , the development of morpheus began back in 2007 , and it was expected to be put into commission in 2013 .
-0.41054078863552707	such data led the head of the turkish foreign minister mevlut chausoglu in conversation with local journalists .	this information was presented by turkey ’ s minister of foreign affairs , mevlüt Çavuşoğlu , in a discussion with local journalists .
-0.4006604710695089	former cabinet member sir eric pickles has the police , the election watchdog and the city administration for ignoring evidence of irregularities in the election because of &quot; excessive sensitivity about race and religion . &quot;	ex-cabinet minister sir eric pickles lambasts the police , election watchdogs and town halls for ignoring evidence of electoral abuse because of &quot; over-sensitivities about ethnicity and religion . &quot;
-0.397684776397853	despite the massive size and weight of the linkages between viaducom bridge and bridge a depiction is a virtuoso operation using extremely precise tolerances for assembly .	despite the massive size and weight of the bridge completing the closure between the viaduct and bridge deck is a delicate operation involving extremely precise tolerances for fit up .
-0.38694535697463794	foreign trade declined from 32.8 per cent in january 2016 to 20.7 per cent in may .	the rate of decline in foreign trade turnover has slowed from -32.8 % in january 2016 , to -20.7 % in may .
-0.37225555582052094	on thursday evening , bem opened the scoring in the first half of the game throw with awkward hands at short range .	on thursday night , bam opened the scoring in the first half with a backhand shot from close in .
-0.361744805182046	fortunately , none of licked brought him more than a bad taste in the mouth .	fortunately , nothing he licked left him with anything more than a bad taste in his mouth .
-0.345919687858184	emigrated to the us , she quickly entered in the youth team , and later broke in and in the main national team .	having immigrated to the united states , she quickly joined that country &apos;s youth team , and later also pushed her way into the main national team .
-0.34444236014261	mayor of rwanda david bednard explained that such clothing &quot; does not conform to the rules of decency , the principles of secularism and does not conform to hygiene and safety norms . &quot;	the mayor of cannes , david lisnard , explained that this type of clothing ‘ ignores the rules of decorum , the principles of secularism , and does not adhere to standards of hygiene and safety ’ .
-0.344074806437812	once expelled coffee shop returns to greenpoint	once priced out , a cafe returns in greenpoint
-0.342941167182501	russia &apos;s permanent representative to the un vitaly churkin said that the last meeting of the un security council in crimea was useful to interfax .	permanent representative of the russian federation to the un , vitaly churkin , stated that the previous meeting of the un security council on crimea was useful , interfax reports .
-0.34182165315184004	bathroom of one to four , but spacious .	there is one bathroom for four people , but at least it &apos;s spacious .
-0.34155967569640194	former secretary of the local communities , is now censoring the tsar , said that sectarian intimidation of voters was so strong that the police should be allowed to put cordons outside the polling stations to protect frightened voters .	the former communities secretary , now the anti-corruption tsar , said the intimidation of voters on religious grounds was so bad that police should be allowed to put cordons outside polling stations to protect frightened voters .
-0.340765289690907	by publishing recipes and articles in newspapers and magazines , they advised women to become &quot; budget contributors , &quot; to take up the challenge and to transform the storm like the proverbial spaghetti with fabric into delicious dishes .	publishing recipes and articles in newspapers and magazines , they encouraged women to become &quot; budgeteers &quot; and rise to the challenge of transforming glop like creamed spaghetti with carrots into tasty dishes .
-0.339526596995681	one last test was waiting in brazil , a competition not so much between the beck and the rest in this area , how much between it and the load of inflated expectations .	one last test awaited in brazil , a contest not so much between biles and the rest of the field but between herself and the burden of oversized expectations .
-0.33490465343242604	the snapchat lenses were criticized in the past when they were accused of the application to advertise the dark skin of the face or encouraged the survivors as the ideal of beauty .	snapchat lenses have drawn criticism in the past with accusations that the app was promoting blackface or encouraging whitened skin tones as an ideal of beauty .
-0.33050202726343797	bayern earned first gold on tuesday , becoming a beautiful final chord for the retiring coordinator of the national team , marta kapoli .	biles earned the first one on tuesday while serving as the exclamation point to retiring national team coordinator martha karolyi &apos;s going away party .
-0.328595628654143	baylz conducted past three years , prevailing in its form of sport , winning 15 medals of world championship - including 10 gold - with such stunning programs in their mixture of diligence and accuracy , that the olympic champion 1984 of mary lu retton named it “ the greatest gymnast , whom i sometimes saw ” .	biles has spent the last three years dominating her sport , winning 15 world championship medals - including 10 gold - with routines so astonishing in their mix of ambition and precision that 1984 olympic champion mary lou retton called her &quot; the greatest gymnast i &apos;ve ever seen . &quot;
-0.326287495824623	louis galicia said that it cannot imagine someone , who would desire to cause pain to its junior brother .	louis galicia said he could not think of anyone who would want to hurt his younger brother .
-0.322455585058391	russian renat saidov on friday defeated four austrian daniel allerstorfera in 1 / 16 finals of the olympic games in the category of more than 100 kg , according to the site competitions .	on friday , russian judoka , renat saidov , overcame the austrian , daniel allerstorfer , in the 1 / 16 final of the olympic games in the + 100 kg class , the competition ’ s website reports .
-0.317125397747565	there are questions in russian ! - the girl attacked me from wada .	a girl from wada ambushed me with ‘ there are questions in russian ! ’ .
-0.30485767372778	he had a discussion with the commissars yesterday , on the eve of the qualification race , when officials demanded from him to measure his weight .	he had a dispute with commissaires yesterday ahead of the qualification ride , when officials summoned him to measure his height .
-0.30369319134462297	getting better .	it gets better .
-0.303318678677713	the strikes against the oil-field company wood group sporadically organized on platforms in the north sea run by royal dutch shell .	strikes against oilfield services company wood group have been staged sporadically on platforms in the north sea operated by royal dutch shell .
-0.30030423089731106	ostankinsky district court confirmed the violation of the established requirements spread among children of information products and decided to appoint a punishment in the form of fines and confiscation of 49 copies of printed products , arresting the management of rospotrebnadzor .	the ostankino district court confirmed the violation of specified requirements for the distribution of information products among children and ruled to impose penalty in the form of a fine and confiscation of 49 copies of the printed product , which were seized by the rospotrebnadzor directorate .
-0.299028302122003	in parallel with “ the cleaning ” of controllers in opk management rf undertakes completely successful steps in an increase in the professionalism of russian troops .	alongside the ‘ crackdown ’ on managers in the military-industrial complex , the russian leadership is taking quite successful steps to improve the professionalism of russian troops .
-0.298753395037161	brother of victim , louis galicia , described to the channel of kgo of the tv and radio company of abc in san francisco , that frank , the past the cook of the line of distribution in boston , obtained his work of dream as the cook in the restaurant of san francisco &apos; s of sons &amp; daughters six months ago .	the victim &apos;s brother , louis galicia , told abc station kgo in san francisco that frank , previously a line cook in boston , had landed his dream job as line chef at san francisco &apos;s sons &amp; daughters restaurant six months ago .
-0.298265819408563	the special regime lasted 60 days .	the special security arrangement lasted for 60 days .
-0.29212946798901696	active work on consolidation of funds from april , and the retirement group safmar - npf &quot; european &quot; , &quot; education and science &quot; and regionfond have to join in the fund safmar before the end of this year .	the safmar pension group has been engaged in active efforts aimed at consolidating funds since april : the european , education and science , and regionfond npfs should join the ranks of npf safmar by the end of this year .
-0.29101479177592604	the state continues to twist the screws in the industrial complex .	the state continues to tighten the screws on the military-industrial complex .
-0.28946968457188	despite the massive size and weight of the bridge , the completion of the closing between the viaduct and the bridge is a virtuoso operation using extremely accurate assembly tolerances .	despite the massive size and weight of the bridge completing the closure between the viaduct and bridge deck is a delicate operation involving extremely precise tolerances for fit up .
-0.286893485274425	now she drinks coffee again , although she ordered a blended tea instead of regular ice-tea , another novelty .	now she &apos;s back on coffee , although that day , instead of her usual iced coffee , she went with a blended chai drink , another new addition .
-0.279995984157849	elliot &apos;s visual image and his manner of clinging to such a high degree of emotional engagement , that , in the most tense moments , they begin to weep in three streams , not just small viewers , but adults .	the visual representation of elliot and his mannerisms create such a high degree of emotional involvement that , in the most intense moments , it &apos;s not only the young members of the audience who start desperately bawling their eyes out , but also the adults .
-0.277144572526478	why to us are necessary simon , gabbi and laurie	why we need simone , gabby and laurie
-0.274450419595208	she was rejected by 58 % of its members who participated in a secret ballot .	it was rejected by 58 % of its members who voted in the ballot .
-0.27075763472450404	28 years old from bolton , said : &quot; i just enjoy the now .	the 28-year-old from bolton said : &quot; i &apos;m just enjoying this one for now .
-0.270453352176908	in south alabama the duty in the expectation of flood acted until friday , since rain continued to go in mobile region .	in south alabama , a flood watch was in effect friday as rain continued in the mobile area .
-0.256884183966323	in all under the suspicions fell about 8,000 people , in numbers of which , besides the servicemen , proved to be the teachers and scientists .	in total , about 8 thousand people fell under suspicion , including , in addition to military personnel , the likes of teachers and scientists .
-0.256828729575246	for the first position on the world stage and of course , battle was not necessary , but for us she organized a real breakthrough - brought the stars and stripes national team for the olympic games in rio de janeiro .	of course , she wasn &apos;t in contention for first place on the world stage , but she staged a real breakthrough for the united states , taking the team of stars and stripes into the olympic games in rio de janeiro .
-0.250954214700912	on the dynamic qualities of the machine , the manufacturer modestly weakens , but promises a spare budget of the owner appetite at the level of 6.7 l / 100 km .	the manufacturer is coyly silent about the performance qualities of the car , but promises to be merciful on the owner &apos;s budget with an appetite of just 6.7 l / 100 km .
-0.238184977352013	this is a serious petersburg company , it never breaks the terms .	this is a high-profile saint petersburg company that never misses a deadline .
-0.2277730206144	the tax inspection changed the order of notification of property taxes .	the tax inspectorate has changed the procedure for sending tax assessment notices .
-0.22735075021791398	a native of glasgow stewart , 55 years old from diane ray ray ( counting data : two young women , three middle-aged men ) to reckless records ( data count : eight middle-aged men , one woman , probably older than 20 ) , in london for half a day to meet and walk around to take a few hours .	glaswegian stuart , 55 , whom i follow from sister ray ( data count : two young women , three middle-aged men ) into reckless records ( data count : eight middle-aged men , one woman , probably in her 20s ) is in london for the afternoon for a meeting and is perusing the shops to fill a few hours .
-0.22725129703222896	of course , the russian national team has its location , which at any moment is ready to provide skilled care home residents , including relaxing and sports massage .	of course , team russia has a medical centre at its disposal , which is always ready to provide residents of the house with professional assistance , including relaxation and sports massage .
-0.226215788983934	pete calls his buddy elliot , after the fairy tale , plays with him in catch and falls asleep in cuddled .	pete calls his friend elliot , in honour of a puppy from a book of fairy tales , plays tag with him , and falls asleep in his embrace .
-0.222528666252531	biles earned the first gold on tuesday , becoming a beautiful final chord for a farewell party to the outgoing coordinator of the martha caroli national team .	biles earned the first one on tuesday while serving as the exclamation point to retiring national team coordinator martha karolyi &apos;s going away party .
-0.222073305742216	an attempt by vma to resolve the dispute was met by the reluctance to take action and sometimes a total silence on the part of the government .	efforts by the bma to resolve the dispute through talks have been met with an unwillingness to engage and , at times , deafening silence from the government .
-0.21841687018281	and in fact , archer found out about the madness of social and admitted that he had heard that he looked like leo since he was a kid .	and in fact , the archer became aware of the social media frenzy and admitted that he has been hearing that he looks like leo since he was a kid .
-0.21351249204011605	since august 11 , 2016 , japan is celebrating the day of the mountains , the holiday is officially considered a weekend .	starting on 11 august 2016 , japan celebrates mountain day and the holiday is considered an official day off .
-0.21156264473014605	and after the commissioning of gok into operation , the receipt of taxes to budgets of all levels may amount to 80.9 billion rubles .	once the mining and processing plant is in operation , tax revenues for budgets at all levels could amount to 80.9 billion roubles .
-0.207414373500289	the authorities also published a police report about the shelling , the purpose of which was empty pickup truck for half an hour before the triple murder and who is believed to have been the handiwork of a serial killer .	authorities also released a police report on a shooting that targeted an unoccupied pickup truck just a half-hour before the triple killing and is believed to have been the work of the serial killer .
-0.20619140486264395	it was acknowledged guilty of in the absence substantiated doubt — the criminal standard of proof — on the number of reasons .	he was found guilty beyond reasonable doubt - to a criminal standard of proof - on a series of grounds .
-0.20442806636925398	the reason behind this step has caused an even greater anger of the director .	the reason behind the move triggered even more outrage by the filmmaker .
-0.20243512562788002	well as supporters of erdogan admitted that the coup may also be involved directly with the americans .	erdoğan &apos;s supporters have also suggested that the americans might also have been directly involved in the coup .
-0.196020111530508	fitzpatrick reported that all three sons lived in the house at different times , but said they all had a little more then 20 .	mr fitzpatrick said that the three sons had all lived at the property at different times but said they were all in their 20s .
-0.19601351116593302	five goals in two games should be a memorable achievement , but margera , which for 27 years , said that she was not sure if it did once something like this .	five goals in two games should be a memorable feat , but bam , 27 , said she was not sure if she had ever done the same thing .
-0.195915322456565	its total score of 62.198 was at a sufficient distance from the silver medalist and a comrade on the team of &quot; final five &quot; eli reisman and the russian bronze medalist aliya mustafina .	her total of 62.198 was well clear of silver medalist and &quot; final five &quot; teammate aly raisman and russian bronze medalist aliya mustafina .
-0.194077881144474	the mother of two children of jenny devidson , who was at this time in the store , said that after the fitting of the underwear the mysterious woman again “ dressed and left the store , having purchased anything ” .	a mother-of-two , jenny davidson , who was in the shop at the time , said after trying on the underwear the mystery woman &apos; got dressed again and walked out of the store without buying anything . &apos;
-0.18276567529202103	the coffee can no longer serve beer , but now they are preparing freshly squeezed juices .	the cafe no longer serves beer but now makes fresh juices .
-0.17637661448015102	in the current quarter , the regulator increased to 0.4 % in the current quarter , an estimate of 0.5 % in the fourth quarter .	experts from the regulatory authority increased the gdp estimate model for the current quarter to 0.4 % , while the estimate for the fourth quarter is 0.5 % .
-0.17451659751069698	“ northern flow-2 ” provides for the building of two lines of sea gas pipeline with the joint power of 55 billion cu. m of gas per year from russia to germany on the bottom of the baltic sea .	nord stream 2 calls for the construction of two lines of off-shore pipelines running from russia to germany under the baltic sea , with a total capacity of 55 billion cubic metres of gas per year .
-0.160722943225473	&quot; the head of state has appointed his decree anton vaino , head of the administration of the president of the russian federation , releasing him from his post , &quot; said a decree signed by putin and published on the kremlin &apos;s website .	‘ the head of state appointed anton vaino as chief of staff of the executive office of the president of the russian federation by decree , relieving him of his current post ’ , reads a decree signed by putin and published on the kremlin website .
-0.157600745658852	aimee burman , coach simone biles , and maggie hani , coach laurie hernandez , both trained their athletes since they went for gymnastics .	aimee boorman , coach of simone biles , and maggie haney , coach of laurie hernandez , have both coached their athletes since they started in gymnastics .
-0.154472746656168	but saying she was raised by our coaches in russia would be wrong .	however , it wouldn &apos;t be right to say that our coaches in russia trained her .
-0.147056764002864	in 2015 , she was granted swiss citizenship and began to speak under the red and white flag .	in 2015 , she received swiss citizenship and started competing under the red and white flag .
-0.133973618168367	this combination of lifelong provides a positive impact on good health , success in school and work .	this combination provides life-long benefits for good health , success in school and work .
-0.132915063508482	in the next moment after winning their first thoughts were on williams and who spent a nervous morning , talking a little more than usual , in an attempt to overcome their own feelings .	in the immediacy of victory their first thoughts were for williams , who had spent a nervy morning talking a little more than usual in an attempt to process his own anxieties .
-0.132109965501017	in general , the village has a center for meditation and religious ceremonies for all faiths .	in fact , there is a centre for meditation and religious ceremonies for representatives of all faiths within the village .
-0.11952422511823499	&quot; jeremy hunt must act now to encourage the introduction and to respond to the concerns of junior doctors .	&quot; jeremy hunt needs to act now , lift the imposition and address junior doctors &quot; concerns .
-0.11514117879462	there are only eight weeks before the first group of doctors is translated into a new contract , progress is needed and time on the outcome .	with just eight weeks before the first group of doctors are moved onto the new contract , progress needs to be made and time is running out .
-0.11240495769843	the soup sheri shop , which took the place of verb in the summer of 2014 , is engaged in the sale of soap in the form of cakes .	the store that replaced the verb in the summer of 2014 , soap cherie , sells soaps in the shape of cupcakes .
-0.11138860723181501	the project was introduced on wednesday evening , one of them specifies .	the draft was submitted on wednesday evening , one of them elaborated .
-0.110624699433252	earlier in the day fiji defeated japan 20-5 in the semifinals , and the uk is slightly surpassed south africa in a tense semi-final in one attempt each — the difference is the british implementation .	earlier in the day , fiji had beaten japan 20-5 in their semi-final and gb edged south africa in a tight semi-final of one try each - britain &apos;s conversion the difference .
-0.100177201448355	not all of namibia &apos;s key resources are exhausted .	not all of namibia &apos;s key resources are non-renewable .
-0.0978634799197888	“ court , which examines questions of elections , disqualified lutfura of rakhman and his agent for the long enumeration of corruption and illegal actions ” , it reported .	&quot; the election court disqualified lutfur rahman and his agent for a litany of corrupt and illegal practices , &quot; he said .
-0.0920854674627313	but still advertising in the desktop version is a fairly profitable article that facebook has found a profitable investment .	desktop ads still account for enough revenue that facebook judged such a move to be worth the investment .
-0.0871426468126491	perhaps speaks for itself that , after nearly three hours of initial negotiations until the two presidents gave a press conference , they are not even touched on the topic .	it could be telling that after almost three hours of initial talks , the two presidents told a press conference that they hadn &apos;t even touched on the topic .
-0.0833927586629593	simon bayles from the united states , left , and eli reisman are hugging after winning gold and silver respectively in the final of the women &apos;s individual absolute primacy in rhythmic gymnastics to the 2016 summer olympics in rio de janeiro , brazil , thursday , aug .	united states &apos; simone biles , left , and aly raisman embrace after winning gold and silver respectively for the artistic gymnastics women &apos;s individual all-around final at the 2016 summer olympics in rio de janeiro , brazil , thursday , aug .
-0.07695422886586399	these people do not wait for the notification by mail and , without being aware of it , fall into the category of non-payers , with all the ensuing consequences .	these people will not receive notification by mail and , without knowing it , will fall into the same category as tax evaders , with all the ensuing consequences .
-0.0731639578751149	however , because of the success of pokemon will appear more than the games , which will unite applications and virtual reality with the physical activity in the real world , helping many people on the hunting to be more active , in grow prettier to form and healthy .	however because of pokmeon &apos;s success there will be more games that combine apps and virtual reality with being active in the real world , helping many people on the hunt to be more active , fitter and healthier .
-0.0729069149913181	american company stated that it in 2010 concluded with the company of loy yang the twenty-year-old contract , which had to come into force in november of this year , but for it still one must explain , why it cancelled contract .	the us company said it entered into a 20-year contract with loy yang in 2010 , which was due to commence from november this year , although it has yet to explain why it has pulled out of the contract .
-0.0721796280097529	commentator olympiad on cbc apologizes for having spoken about the chinese swimmer &quot; died like a pig &quot;	cbc olympics commentator apologizes for saying chinese swimmer &apos; died like a pig&apos;
-0.0710449789738558	the new book network is fined for selling a stace kramer book 50 days before my suicide , reports the city news agency moscow .	the new book chain of stores was fined for selling stace kramer &apos;s book , ‘ 50 days until my suicide ’ , moscow city news agency reports .
-0.0664932822332706	produces jewelry with jewelry , mainly diamonds ( including colored ones ) and watches ( since 2008 ) .	they make jewellery with precious stones , mostly diamonds ( including coloured diamonds ) and watches ( since 2008 ) .
-0.0661572271070255	i , probably , requested camera to stop for the following scene , in which i am situated closely to different people in some of these stores and attempt to estimate their age and emotional attitude with the aid of the observation .	i &apos;d probably ask the camera to stop rolling for the next bit , in which i stand very close to various men in some of these stores and attempt to gauge their age and emotional disposition via observation .
-0.062492549369004995	prefecture of calais it was that these places should be demolished because they are a parallel economy that does not pay taxes , and because they are fire and health risks .	the calais prefect &apos;s office argued the places should be demolished because they represented a parallel economy that did not pay tax , and because they carried fire and sanitation risks .
-0.0546304076054818	ticagrelor produced by the british firm astrazeneca and sold under the name brilique reduces the risk of making blood clots less likely .	ticagrelor , which is made by uk firm astrazeneca and sold under the trade name brilique , reduces this risk by making clots less likely .
-0.053949868403408	but seriously , franks led the winners in the uk for most of the 30 years , which is great to see .	seriously though , frankie &apos;s been riding winners in the uk for the best part of 30 years which is great to see .
-0.052336120914848	the main activity to modernize the &quot; karabashmed &quot; of recent years has been the construction of a new acid workshop to capture up to 99.9 % of the metallurgical gases .	in recent years , the flagship modernisation effort at karabashmed became the construction of a new sulphuric acid plant that allows for the capture of up to 99.9 % of metallurgical gases .
-0.0492705733504948	at the same time , a number of mosques in kazan had previously been used predominantly russian .	on the other hand , a number of mosques in kazan previously had been predominantly using the russian language .
-0.048594782963434	video from the protests , allegedly shot at the end of last year or early this year , show how security officers beat young men with sticks when he put his hands to the wall .	videos circulating from protests thought to be from late last year or earlier this year show security officers whipping young people with sticks as they were forced to perform handstands against a wall .
-0.0475604238182464	the fans of the 2016 olympics in rio this week went crazy on the french velosipedistke pauline circuit prevost , which turns out to be an impressive resemblance to duchess cambridge .	fans of the rio 2016 olympics this week have gone wild for french cyclist pauline ferrand-prevot , who has proven an impressive lookalike for the duchess of cambridge .
-0.0427982273435282	let &apos;s make it clear , byron &apos;s comments treated the performance of the swimmer , not as a personality .	to be clear , byron &apos;s comments were related to the swimmer &apos;s performance , not to her as an individual .
-0.0344709660235878	the floor boards in the house in which the drugs were sold in the past were plucked	floor boards had been pulled up in the property , from which drugs had been dealt in the past
-0.0338731411001966	archpriest alec krautmann said both rivers could flood many homes in suburban areas near baton rouge .	forecaster alek krautmann said both rivers could flood many houses in suburban areas near baton rouge .
-0.0323619979385059	he said that the spaces ensured the calm collision points of refugees and volunteers .	he said the spaces provided calm meeting points between refugees and volunteers .
-0.0311751687572807	pope francis shared at the vatican meal with refugees from syria .	pope francis shared a meal with refugees from syria at the vatican .
-0.0248008268311147	explosions occurred during the birthday of the queen of thailand it sikrit .	the explosions took place on the birthday of thailand &apos;s queen sirikit .
-0.0230833759170724	it previously communicated that at the end of 2015 the government debt to italy composed 132.7 % of gdp &#91; gross domestic product &#93; of the country .	earlier , it was reported that , at the end of 2015 , italy &apos;s national debt amounted to 132.7 % of the country &apos;s gdp .
-0.0216262298909939	the apple watch , an app for the apple watch that tracks 35,000 users , recently reported to the washington post that within two days of the launch of the game , the number of people they tracked , who daily performed 30-minute exercise , jumped from 45 percent to 53 percent .	cardiogram , an app for the apple watch that tracks 35,000 users , told the washington post recently that within two days of the game launching , the number of people it tracked who did 30 minutes of exercise each day jumped from 45 per cent to 53 per cent .
-0.0211073012692008	&quot; a few minutes later i felt a gas smell , eyes burn , it became difficult to breathe &quot; , - quotes the edition of words of the witness .	‘ a few minutes later , i could smell the gas , my eyes started to burn , and it became difficult to breathe ’ , the publication quotes the witness as saying .
-0.0187224078628585	we will hold several meetings on a full day for the next few weeks , starting from the beginning of next week to look at problems with fresh eyes .	we will hold a number of full-day meetings over the next few weeks , starting early next week , to take a fresh look at the issues .
-0.0177560855572612	development experts expressed their gratitude to the leaders of ethiopia for the far-sighted development of infrastructure , such as a new inter-city train and significant successes in the fight against poverty .	development experts have praised ethiopia &apos;s leaders for visionary infrastructure planning , such as the new commuter train , and measurable strides in fighting poverty .
-0.0097545289886212	we all as a team met in the last three months .	we all as a team came together in the last three months .
-0.00210206905215315	the rowing itself is a journey , but it makes it a bit more .	rowing in itself is a journey but that makes it a bit bigger .
-0.000834951846103428	the vote needed to be determined whether they support a system whereby the upper house of parliament is fully appointed by the military and has a significant role in electing the country &apos;s prime minister .	voters had to decide if they support a system in which the upper house of the parliament is entirely appointed by the military and has a significant role in electing the prime minister of the country .
0.00104877524862981	buyers did not know where to look away when a woman bared to try on her panties , on the floor with shops in the middle of primark .	shoppers didn &apos;t know where to look when a woman stripped off to try on knickers on the shop floor in the middle of a primark .
0.00602518839317049	at the end of july after he raised a universal criticism , virtually expressing the idea that russians should hack email clinton , he later explained his comments , saying : &quot; of course , i was joking . &quot;	in late july , after he drew widespread criticism by appearing to suggest that the russians should hack mrs. clinton &apos;s emails , he later explained his remarks by saying , &quot; of course i &apos;m being sarcastic . &quot;
0.00970954566558432	like the olympic flame itself is the burning torch that is passed from the archer to the swimmer , to the gymnast , to the triatlonistu .	it is as if the olympic torch itself were a flaming baton , passed from archer to swimmer to gymnast to triathlete .
0.0120544250101221	&quot; this is called the mousse of prunes , &quot; zigelman said , adding that it was a popular technique is to give a modest recipes catchy names .	&quot; it &apos;s called prune whip , &quot; ms. ziegelman said , adding that a common trick was to give modest recipes a snazzy name .
0.0162180258355856	she made a long pass with the ball down on the left side of the field , then the spiral went into the middle and abruptly sent the ball to the gate , thereby giving the americans an advantage in 2-0 .	she made a long run with the ball down the left side of the field , then curled into the middle and whipped the ball into the goal to give the americans a 2-0 lead .
0.0174583997895151	adam fitzpatrick , head of the group to ensure neighbourhood cornwall housing , said the family was unable to cooperate with the local authorities .	adam fitzpatrick , cornwall housing &apos;s neighbourhood enforcement manager , said the family failed to cooperate with the local authority .
0.0249468651879143	francs are one of the best jockeys of the modern era , and it is no surprise that he reached this point , which so few have reached before him .	frankie is one of the best jockeys of the modern era and it is no surprise he has reached this landmark so few have achieved before him .
0.0252036675490881	by the way , the keys from disney &apos;s magic castle director lowry will get once again - for the artistic kinoadaptation story of &quot; peter pan . &quot;	in fact , director lowry will get the keys to disney &apos;s magic castle once again for an artistic film adaptation of the story of ‘ peter pan ’ .
0.0293769467087837	this was done by stretching viaduca northern approach 700 millimetres south .	this was done by pulling the northern approach viaduct 700 millimetres southwards .
